ID_Vulnerabilidade,ID_Ativo,Severidade,Data_Detectada,Status_Correção
VUL000461,ATV00462,Alta,2025-05-10,Em Progresso
VUL000462,ATV00050,Crítica,2024-12-08,Corrigida
VUL000463,ATV00537,Alta,2025-04-16,Corrigida
VUL000464,ATV00062,Média,2025-01-16,Corrigida
VUL000465,ATV00538,Alta,2024-12-16,Não Corrigida
VUL000466,ATV00579,Crítica,2025-01-28,Em Progresso
VUL000467,ATV00225,Alta,2024-11-29,Não Corrigida
VUL000468,ATV00760,Baixa,2025-04-16,Não Corrigida
VUL000469,ATV00069,Média,2025-05-08,Em Progresso
VUL000470,ATV00012,Média,2024-12-29,Corrigida
VUL000471,ATV00358,Baixa,2025-04-12,Em Progresso
VUL000472,ATV00866,Baixa,2025-02-07,Em Progresso
VUL000473,ATV00925,Média,2025-01-03,Corrigida
VUL000474,ATV00673,Baixa,2025-01-15,Corrigida
VUL000475,ATV00575,Média,2024-11-27,Em Progresso
VUL000476,ATV00106,Crítica,2025-03-23,Corrigida
VUL000477,ATV00337,Média,2025-03-12,Corrigida
VUL000478,ATV00404,Média,2024-12-15,Não Corrigida
VUL000479,ATV00101,Média,2025-04-16,Em Progresso
VUL000480,ATV00649,Média,2024-12-03,Corrigida
VUL000481,ATV00324,Média,2024-12-03,Não Corrigida
VUL000482,ATV00983,Média,2025-04-24,Em Progresso
VUL000483,ATV00865,Crítica,2025-02-15,Corrigida
VUL000484,ATV00520,Média,2025-02-03,Não Corrigida
VUL000485,ATV00954,Baixa,2024-12-24,Corrigida
VUL000486,ATV00210,Baixa,2025-03-24,Em Progresso
VUL000487,ATV00681,Alta,2025-01-14,Corrigida
VUL000488,ATV00968,Crítica,2024-12-26,Em Progresso
VUL000489,ATV00050,Média,2025-01-28,Não Corrigida
VUL000490,ATV00186,Baixa,2024-11-27,Não Corrigida
VUL000491,ATV00664,Média,2024-12-14,Corrigida
VUL000492,ATV00772,Baixa,2025-03-03,Em Progresso
VUL000493,ATV00625,Baixa,2025-01-01,Corrigida
VUL000494,ATV00293,Crítica,2025-03-29,Corrigida
VUL000495,ATV00260,Média,2025-01-31,Em Progresso
VUL000496,ATV00460,Média,2025-01-31,Não Corrigida
VUL000497,ATV00232,Alta,2025-03-19,Em Progresso
VUL000498,ATV00487,Crítica,2025-01-29,Em Progresso
VUL000499,ATV00646,Baixa,2025-01-26,Em Progresso
VUL000500,ATV00751,Baixa,2025-01-28,Em Progresso
VUL000501,ATV00323,Média,2024-12-27,Não Corrigida
VUL000502,ATV00379,Crítica,2025-04-22,Em Progresso
VUL000503,ATV00265,Crítica,2025-04-10,Não Corrigida
VUL000504,ATV00629,Baixa,2025-02-12,Não Corrigida
VUL000505,ATV00243,Baixa,2025-03-29,Não Corrigida
VUL000506,ATV00325,Alta,2024-12-03,Em Progresso
VUL000507,ATV00357,Alta,2024-11-29,Não Corrigida
VUL000508,ATV00544,Alta,2025-02-03,Não Corrigida
VUL000509,ATV00291,Crítica,2025-05-11,Não Corrigida
VUL000510,ATV00132,Crítica,2025-02-13,Não Corrigida
VUL000511,ATV00613,Média,2025-01-22,Em Progresso
VUL000512,ATV00834,Alta,2025-02-20,Não Corrigida
VUL000513,ATV00566,Média,2025-01-07,Em Progresso
VUL000514,ATV00606,Baixa,2025-04-18,Em Progresso
VUL000515,ATV00390,Média,2025-04-25,Em Progresso
VUL000516,ATV00666,Baixa,2025-01-08,Em Progresso
VUL000517,ATV00404,Baixa,2024-12-05,Não Corrigida
VUL000518,ATV00238,Média,2025-02-09,Não Corrigida
VUL000519,ATV00587,Média,2025-01-30,Em Progresso
VUL000520,ATV00391,Baixa,2025-03-23,Não Corrigida
VUL000521,ATV00114,Alta,2024-12-23,Não Corrigida
VUL000522,ATV00549,Baixa,2024-12-02,Corrigida
VUL000523,ATV00066,Crítica,2024-12-07,Não Corrigida
VUL000524,ATV00246,Alta,2025-03-23,Não Corrigida
VUL000525,ATV00082,Crítica,2025-02-21,Em Progresso
VUL000526,ATV00849,Alta,2025-02-03,Corrigida
VUL000527,ATV00547,Baixa,2024-11-27,Não Corrigida
VUL000528,ATV00043,Média,2024-12-11,Em Progresso
VUL000529,ATV00793,Baixa,2025-01-08,Não Corrigida
VUL000530,ATV00608,Baixa,2025-01-09,Corrigida
VUL000531,ATV00117,Crítica,2024-11-26,Não Corrigida
VUL000532,ATV00995,Média,2024-12-11,Não Corrigida
VUL000533,ATV00421,Baixa,2024-12-13,Corrigida
VUL000534,ATV00062,Média,2024-11-28,Não Corrigida
VUL000535,ATV00542,Alta,2025-04-30,Em Progresso
VUL000536,ATV00101,Crítica,2025-01-11,Corrigida
VUL000537,ATV00906,Baixa,2025-04-16,Não Corrigida
VUL000538,ATV00325,Crítica,2025-04-05,Em Progresso
VUL000539,ATV00243,Baixa,2025-03-23,Não Corrigida
VUL000540,ATV00947,Média,2025-03-09,Em Progresso
VUL000541,ATV00725,Crítica,2024-12-22,Corrigida
VUL000542,ATV00309,Baixa,2024-12-02,Corrigida
VUL000543,ATV00361,Crítica,2024-12-13,Corrigida
VUL000544,ATV00560,Alta,2025-02-22,Em Progresso
VUL000545,ATV00924,Baixa,2025-01-23,Corrigida
VUL000546,ATV00307,Alta,2025-02-04,Em Progresso
VUL000547,ATV00349,Crítica,2025-02-17,Corrigida
VUL000548,ATV00897,Média,2025-03-12,Corrigida
VUL000549,ATV00198,Média,2025-04-20,Corrigida
VUL000550,ATV00189,Média,2024-12-03,Em Progresso
VUL000551,ATV00698,Média,2024-12-04,Corrigida
VUL000552,ATV00001,Alta,2025-02-24,Em Progresso
VUL000553,ATV00324,Crítica,2025-01-04,Em Progresso
VUL000554,ATV00525,Média,2025-05-04,Corrigida
VUL000555,ATV00856,Baixa,2025-03-29,Em Progresso
VUL000556,ATV00093,Alta,2025-05-03,Corrigida
VUL000557,ATV00302,Média,2025-04-25,Em Progresso
VUL000558,ATV00233,Baixa,2025-01-31,Não Corrigida
VUL000559,ATV00150,Média,2025-04-08,Corrigida
VUL000560,ATV00492,Média,2024-12-21,Em Progresso
VUL000561,ATV00942,Baixa,2025-04-20,Não Corrigida
VUL000562,ATV00689,Baixa,2025-01-12,Corrigida
VUL000563,ATV00166,Média,2025-02-14,Não Corrigida
VUL000564,ATV00339,Alta,2025-02-27,Não Corrigida
VUL000565,ATV00909,Alta,2025-01-16,Em Progresso
VUL000566,ATV00785,Baixa,2025-04-01,Em Progresso
VUL000567,ATV00615,Média,2025-04-23,Corrigida
VUL000568,ATV00729,Crítica,2024-12-24,Em Progresso
VUL000569,ATV00014,Alta,2025-01-16,Não Corrigida
VUL000570,ATV00600,Alta,2025-03-18,Em Progresso
VUL000571,ATV00844,Crítica,2025-05-09,Corrigida
VUL000572,ATV00703,Baixa,2025-01-10,Em Progresso
VUL000573,ATV00984,Baixa,2025-02-24,Corrigida
VUL000574,ATV00660,Crítica,2025-02-19,Não Corrigida
VUL000575,ATV00069,Média,2025-01-21,Não Corrigida
VUL000576,ATV00919,Baixa,2025-02-20,Corrigida
VUL000577,ATV00404,Média,2025-04-02,Em Progresso
VUL000578,ATV00691,Média,2025-03-25,Em Progresso
VUL000579,ATV00874,Crítica,2024-12-22,Corrigida
VUL000580,ATV00821,Alta,2025-03-04,Em Progresso
VUL000581,ATV00594,Crítica,2025-02-25,Em Progresso
VUL000582,ATV00613,Média,2025-03-27,Corrigida
VUL000583,ATV00768,Alta,2024-12-27,Em Progresso
VUL000584,ATV00683,Alta,2025-03-07,Corrigida
VUL000585,ATV00447,Média,2024-12-08,Em Progresso
VUL000586,ATV00161,Crítica,2025-05-04,Corrigida
VUL000587,ATV00985,Baixa,2024-12-08,Corrigida
VUL000588,ATV00777,Baixa,2024-12-21,Não Corrigida
VUL000589,ATV00932,Baixa,2025-01-25,Não Corrigida
VUL000590,ATV00074,Média,2025-04-18,Corrigida
VUL000591,ATV00945,Alta,2025-04-20,Corrigida
VUL000592,ATV00084,Média,2025-04-07,Corrigida
VUL000593,ATV00842,Alta,2024-12-30,Não Corrigida
VUL000594,ATV00906,Média,2025-04-18,Em Progresso
VUL000595,ATV00189,Alta,2025-01-17,Não Corrigida
VUL000596,ATV00163,Baixa,2024-12-22,Não Corrigida
VUL000597,ATV00633,Média,2025-01-14,Não Corrigida
VUL000598,ATV00111,Alta,2025-04-25,Não Corrigida
VUL000599,ATV00035,Média,2025-04-28,Corrigida
VUL000600,ATV00410,Média,2025-02-28,Corrigida
VUL000601,ATV00751,Média,2024-12-30,Em Progresso
VUL000602,ATV00349,Média,2025-04-23,Não Corrigida
VUL000603,ATV00880,Crítica,2025-02-27,Não Corrigida
VUL000604,ATV00837,Baixa,2025-01-19,Corrigida
VUL000605,ATV00094,Média,2024-12-04,Corrigida
VUL000606,ATV00394,Alta,2025-04-20,Não Corrigida
VUL000607,ATV00048,Média,2025-05-12,Em Progresso
VUL000608,ATV00013,Crítica,2025-04-08,Não Corrigida
VUL000609,ATV00426,Média,2024-12-26,Em Progresso
VUL000610,ATV00993,Crítica,2025-04-19,Não Corrigida
VUL000611,ATV00473,Média,2024-12-06,Corrigida
VUL000612,ATV00829,Alta,2025-04-26,Em Progresso
VUL000613,ATV00958,Crítica,2025-03-30,Não Corrigida
VUL000614,ATV00608,Alta,2025-01-06,Em Progresso
VUL000615,ATV00621,Média,2024-12-10,Não Corrigida
VUL000616,ATV00306,Média,2025-02-27,Em Progresso
VUL000617,ATV00683,Baixa,2025-04-26,Corrigida
VUL000618,ATV00177,Crítica,2025-01-22,Corrigida
VUL000619,ATV00834,Alta,2024-12-16,Não Corrigida
VUL000620,ATV00125,Alta,2025-04-22,Corrigida
VUL000621,ATV00060,Alta,2025-02-11,Não Corrigida
VUL000622,ATV00143,Baixa,2024-12-02,Em Progresso
VUL000623,ATV00764,Alta,2025-01-13,Corrigida
VUL000624,ATV00492,Média,2025-02-15,Corrigida
VUL000625,ATV00176,Alta,2025-01-27,Em Progresso
VUL000626,ATV00071,Média,2024-12-30,Corrigida
VUL000627,ATV00802,Crítica,2025-01-09,Não Corrigida
VUL000628,ATV00129,Baixa,2025-05-04,Em Progresso
VUL000629,ATV00634,Alta,2025-04-28,Corrigida
VUL000630,ATV00261,Média,2025-01-18,Corrigida
VUL000631,ATV00135,Crítica,2025-02-26,Não Corrigida
VUL000632,ATV00958,Crítica,2025-01-05,Em Progresso
VUL000633,ATV00209,Crítica,2024-12-22,Em Progresso
VUL000634,ATV00583,Alta,2025-02-13,Corrigida
VUL000635,ATV00067,Baixa,2025-02-01,Em Progresso
VUL000636,ATV00321,Média,2025-04-09,Não Corrigida
VUL000637,ATV00260,Alta,2024-12-30,Não Corrigida
VUL000638,ATV00777,Baixa,2024-12-26,Corrigida
VUL000639,ATV00701,Média,2025-03-09,Não Corrigida
VUL000640,ATV00608,Crítica,2025-03-17,Não Corrigida
VUL000641,ATV00629,Alta,2024-12-10,Não Corrigida
VUL000642,ATV00338,Baixa,2025-01-03,Em Progresso
VUL000643,ATV00527,Baixa,2025-02-26,Em Progresso
VUL000644,ATV00149,Baixa,2024-12-05,Não Corrigida
VUL000645,ATV00840,Crítica,2024-12-20,Não Corrigida
VUL000646,ATV00752,Baixa,2025-01-01,Em Progresso
VUL000647,ATV00275,Baixa,2025-01-19,Não Corrigida
VUL000648,ATV00607,Alta,2025-04-03,Não Corrigida
VUL000649,ATV00233,Média,2025-05-02,Em Progresso
VUL000650,ATV00645,Média,2025-03-12,Corrigida
VUL000651,ATV00623,Crítica,2025-02-22,Em Progresso
VUL000652,ATV00503,Crítica,2025-01-12,Não Corrigida
VUL000653,ATV00278,Baixa,2025-01-12,Corrigida
VUL000654,ATV00209,Média,2025-04-15,Não Corrigida
VUL000655,ATV00367,Alta,2025-01-19,Corrigida
VUL000656,ATV00095,Baixa,2025-01-25,Não Corrigida
VUL000657,ATV00099,Crítica,2024-12-04,Não Corrigida
VUL000658,ATV00016,Alta,2024-12-14,Em Progresso
VUL000659,ATV00133,Crítica,2025-05-01,Em Progresso
VUL000660,ATV00644,Alta,2025-04-01,Corrigida
VUL000661,ATV00165,Crítica,2025-03-29,Não Corrigida
VUL000662,ATV00725,Baixa,2025-01-25,Em Progresso
VUL000663,ATV00266,Baixa,2024-12-09,Corrigida
VUL000664,ATV00445,Média,2025-03-23,Não Corrigida
VUL000665,ATV00607,Crítica,2025-03-25,Não Corrigida
VUL000666,ATV00059,Média,2024-12-09,Não Corrigida
VUL000667,ATV00083,Alta,2025-03-28,Não Corrigida
VUL000668,ATV00166,Média,2025-02-01,Em Progresso
VUL000669,ATV00135,Baixa,2024-12-14,Em Progresso
VUL000670,ATV00145,Alta,2025-01-14,Corrigida
VUL000671,ATV00353,Baixa,2025-02-03,Em Progresso
VUL000672,ATV00162,Crítica,2025-01-07,Não Corrigida
VUL000673,ATV00490,Crítica,2025-02-17,Em Progresso
VUL000674,ATV00828,Crítica,2025-02-21,Não Corrigida
VUL000675,ATV00456,Crítica,2025-03-19,Não Corrigida
VUL000676,ATV00011,Baixa,2025-04-18,Em Progresso
VUL000677,ATV00053,Crítica,2024-12-10,Não Corrigida
VUL000678,ATV00350,Alta,2025-01-16,Não Corrigida
VUL000679,ATV00747,Baixa,2025-02-17,Em Progresso
VUL000680,ATV00570,Alta,2024-12-05,Não Corrigida
VUL000681,ATV00132,Média,2024-12-04,Corrigida
VUL000682,ATV00187,Alta,2025-03-21,Corrigida
VUL000683,ATV00192,Baixa,2025-03-06,Em Progresso
VUL000684,ATV00989,Alta,2025-02-12,Não Corrigida
VUL000685,ATV00819,Alta,2025-03-06,Em Progresso
VUL000686,ATV00645,Média,2025-05-06,Não Corrigida
VUL000687,ATV00262,Baixa,2025-03-23,Em Progresso
VUL000688,ATV00079,Baixa,2025-05-03,Corrigida
VUL000689,ATV00850,Baixa,2025-03-06,Corrigida
VUL000690,ATV00551,Baixa,2025-04-03,Em Progresso
VUL000691,ATV00846,Crítica,2025-01-04,Corrigida
VUL000692,ATV00566,Média,2025-04-08,Em Progresso
VUL000693,ATV00669,Média,2025-04-17,Não Corrigida
VUL000694,ATV00656,Baixa,2025-04-11,Corrigida
VUL000695,ATV00668,Média,2025-05-11,Em Progresso
VUL000696,ATV00033,Média,2025-03-08,Não Corrigida
VUL000697,ATV00253,Média,2025-01-09,Corrigida
VUL000698,ATV00960,Crítica,2025-01-16,Em Progresso
VUL000699,ATV00846,Média,2025-03-26,Não Corrigida
VUL000700,ATV00528,Crítica,2025-02-13,Não Corrigida
VUL000701,ATV00937,Baixa,2025-02-09,Não Corrigida
VUL000702,ATV00066,Baixa,2025-02-24,Corrigida
VUL000703,ATV00982,Alta,2025-04-07,Corrigida
VUL000704,ATV00242,Baixa,2025-02-23,Em Progresso
VUL000705,ATV00982,Média,2025-02-28,Em Progresso
VUL000706,ATV00442,Alta,2025-03-27,Em Progresso
VUL000707,ATV00698,Média,2025-05-04,Não Corrigida
VUL000708,ATV00262,Média,2024-12-24,Em Progresso
VUL000709,ATV00559,Alta,2024-12-11,Não Corrigida
VUL000710,ATV00502,Média,2025-03-26,Corrigida
VUL000711,ATV00179,Média,2025-05-04,Corrigida
VUL000712,ATV00028,Média,2025-03-26,Corrigida
VUL000713,ATV00642,Média,2024-12-27,Em Progresso
VUL000714,ATV00237,Média,2025-04-25,Em Progresso
VUL000715,ATV00629,Crítica,2025-03-07,Corrigida
VUL000716,ATV00247,Alta,2025-02-02,Não Corrigida
VUL000717,ATV00315,Alta,2025-04-30,Corrigida
VUL000718,ATV00474,Média,2025-01-02,Em Progresso
VUL000719,ATV00986,Média,2025-05-04,Não Corrigida
VUL000720,ATV00815,Crítica,2025-02-05,Corrigida
VUL000721,ATV00532,Baixa,2025-01-25,Não Corrigida
VUL000722,ATV00786,Alta,2025-02-20,Corrigida
VUL000723,ATV00261,Média,2025-03-31,Em Progresso
VUL000724,ATV00049,Alta,2025-04-13,Em Progresso
VUL000725,ATV00679,Crítica,2024-12-08,Não Corrigida
VUL000726,ATV00946,Crítica,2025-02-02,Não Corrigida
VUL000727,ATV00372,Baixa,2025-04-02,Corrigida
VUL000728,ATV00634,Crítica,2025-03-01,Em Progresso
VUL000729,ATV00805,Média,2025-02-21,Em Progresso
VUL000730,ATV00578,Alta,2024-12-27,Não Corrigida
VUL000731,ATV00654,Baixa,2024-12-24,Em Progresso
VUL000732,ATV00493,Baixa,2025-01-08,Não Corrigida
VUL000733,ATV00660,Média,2025-05-11,Corrigida
VUL000734,ATV00330,Média,2025-05-02,Em Progresso
VUL000735,ATV00359,Baixa,2024-12-17,Não Corrigida
VUL000736,ATV00142,Alta,2024-12-21,Não Corrigida
VUL000737,ATV00315,Média,2025-02-20,Em Progresso
VUL000738,ATV00856,Crítica,2025-02-10,Corrigida
VUL000739,ATV00781,Crítica,2024-11-27,Em Progresso
VUL000740,ATV00956,Média,2025-02-16,Corrigida
VUL000741,ATV00315,Média,2025-02-16,Em Progresso
VUL000742,ATV00380,Média,2025-04-18,Em Progresso
VUL000743,ATV00929,Alta,2025-05-12,Não Corrigida
VUL000744,ATV00889,Baixa,2025-04-05,Corrigida
VUL000745,ATV00067,Alta,2025-03-26,Não Corrigida
VUL000746,ATV00730,Alta,2025-02-28,Não Corrigida
VUL000747,ATV00651,Média,2025-03-03,Não Corrigida
VUL000748,ATV00864,Baixa,2025-01-06,Corrigida
VUL000749,ATV00094,Baixa,2024-12-29,Corrigida
VUL000750,ATV00227,Baixa,2024-12-01,Corrigida
VUL000751,ATV00629,Média,2025-01-14,Em Progresso
VUL000752,ATV00312,Alta,2025-01-01,Em Progresso
VUL000753,ATV00865,Alta,2025-05-09,Não Corrigida
VUL000754,ATV00832,Média,2025-01-25,Não Corrigida
VUL000755,ATV00937,Alta,2025-04-11,Em Progresso
VUL000756,ATV00841,Média,2025-05-02,Corrigida
VUL000757,ATV00604,Média,2024-12-22,Não Corrigida
VUL000758,ATV00233,Alta,2025-02-03,Em Progresso
VUL000759,ATV00955,Crítica,2024-12-23,Não Corrigida
VUL000760,ATV00777,Crítica,2024-12-08,Corrigida
VUL000761,ATV00349,Alta,2025-02-27,Corrigida
VUL000762,ATV00459,Baixa,2025-04-15,Não Corrigida
VUL000763,ATV00704,Alta,2025-04-02,Em Progresso
VUL000764,ATV00485,Crítica,2024-12-16,Em Progresso
VUL000765,ATV00106,Alta,2025-04-14,Não Corrigida
VUL000766,ATV00245,Alta,2024-12-04,Em Progresso
VUL000767,ATV00479,Média,2025-01-21,Não Corrigida
VUL000768,ATV00944,Baixa,2024-12-13,Em Progresso
VUL000769,ATV00715,Média,2025-01-07,Em Progresso
VUL000770,ATV00807,Média,2025-02-10,Corrigida
VUL000771,ATV00247,Alta,2025-04-28,Corrigida
VUL000772,ATV00989,Baixa,2024-12-25,Não Corrigida
VUL000773,ATV00860,Baixa,2025-01-10,Não Corrigida
VUL000774,ATV00630,Baixa,2025-03-06,Em Progresso
VUL000775,ATV00956,Baixa,2024-12-18,Corrigida
VUL000776,ATV00551,Média,2025-01-22,Em Progresso
VUL000777,ATV00431,Baixa,2024-11-28,Em Progresso
VUL000778,ATV00699,Alta,2024-12-24,Não Corrigida
VUL000779,ATV00842,Baixa,2025-02-02,Não Corrigida
VUL000780,ATV00013,Média,2024-11-29,Não Corrigida
VUL000781,ATV00962,Alta,2025-05-03,Não Corrigida
VUL000782,ATV00861,Alta,2025-05-11,Não Corrigida
VUL000783,ATV00429,Média,2025-04-03,Não Corrigida
VUL000784,ATV00936,Média,2025-05-11,Corrigida
VUL000785,ATV00014,Baixa,2025-01-01,Não Corrigida
VUL000786,ATV00781,Baixa,2025-03-08,Em Progresso
VUL000787,ATV00522,Alta,2024-12-21,Em Progresso
VUL000788,ATV00390,Crítica,2025-04-29,Não Corrigida
VUL000789,ATV00439,Baixa,2025-01-01,Não Corrigida
VUL000790,ATV00667,Crítica,2025-02-26,Em Progresso
VUL000791,ATV00972,Baixa,2025-01-11,Não Corrigida
VUL000792,ATV00743,Crítica,2025-02-20,Em Progresso
VUL000793,ATV00126,Baixa,2025-02-28,Não Corrigida
VUL000794,ATV00670,Média,2025-03-11,Em Progresso
VUL000795,ATV00926,Média,2025-02-27,Não Corrigida
VUL000796,ATV00555,Alta,2025-01-15,Corrigida
VUL000797,ATV00249,Baixa,2025-04-15,Corrigida
VUL000798,ATV00946,Média,2025-02-16,Corrigida
VUL000799,ATV00069,Alta,2025-01-14,Em Progresso
VUL000800,ATV00012,Alta,2025-02-27,Em Progresso
VUL000801,ATV00012,Alta,2025-04-03,Em Progresso
VUL000802,ATV00521,Alta,2025-03-24,Em Progresso
VUL000803,ATV00548,Média,2025-02-27,Corrigida
VUL000804,ATV00383,Alta,2025-03-06,Corrigida
VUL000805,ATV00566,Crítica,2025-04-17,Em Progresso
VUL000806,ATV00732,Baixa,2025-05-12,Corrigida
VUL000807,ATV00517,Média,2025-03-22,Não Corrigida
VUL000808,ATV00030,Baixa,2025-02-27,Não Corrigida
VUL000809,ATV00916,Alta,2025-03-02,Corrigida
VUL000810,ATV00631,Baixa,2025-04-05,Corrigida
VUL000811,ATV00973,Crítica,2025-02-02,Não Corrigida
VUL000812,ATV00761,Média,2024-12-25,Em Progresso
VUL000813,ATV00072,Baixa,2025-01-03,Não Corrigida
VUL000814,ATV00660,Crítica,2025-05-03,Corrigida
VUL000815,ATV00522,Baixa,2025-01-27,Não Corrigida
VUL000816,ATV00234,Média,2025-04-29,Em Progresso
VUL000817,ATV00196,Alta,2025-05-03,Em Progresso
VUL000818,ATV00075,Crítica,2025-04-05,Corrigida
VUL000819,ATV00860,Alta,2024-12-07,Em Progresso
VUL000820,ATV00068,Alta,2025-04-08,Corrigida
VUL000821,ATV00420,Baixa,2025-02-12,Não Corrigida
VUL000822,ATV00235,Alta,2025-02-20,Não Corrigida
VUL000823,ATV00502,Baixa,2025-01-25,Não Corrigida
VUL000824,ATV00314,Alta,2025-03-14,Corrigida
VUL000825,ATV00018,Baixa,2025-04-11,Não Corrigida
VUL000826,ATV00043,Alta,2024-12-14,Não Corrigida
VUL000827,ATV00527,Crítica,2025-04-07,Não Corrigida
VUL000828,ATV00400,Crítica,2025-05-08,Em Progresso
VUL000829,ATV00635,Média,2025-03-08,Em Progresso
VUL000830,ATV00661,Baixa,2025-01-13,Corrigida
VUL000831,ATV00941,Crítica,2025-03-18,Em Progresso
VUL000832,ATV00069,Média,2025-02-16,Corrigida
VUL000833,ATV00413,Alta,2024-11-28,Em Progresso
VUL000834,ATV00161,Crítica,2025-03-14,Corrigida
VUL000835,ATV00772,Crítica,2024-12-08,Não Corrigida
VUL000836,ATV00466,Baixa,2024-12-10,Em Progresso
VUL000837,ATV00583,Média,2025-02-13,Corrigida
VUL000838,ATV00596,Média,2025-03-28,Em Progresso
VUL000839,ATV00451,Alta,2025-03-24,Corrigida
VUL000840,ATV00487,Crítica,2025-03-13,Não Corrigida
VUL000841,ATV00484,Média,2024-12-01,Em Progresso
VUL000842,ATV00436,Crítica,2024-11-25,Não Corrigida
VUL000843,ATV00998,Alta,2024-12-21,Não Corrigida
VUL000844,ATV00239,Crítica,2025-04-26,Corrigida
VUL000845,ATV00639,Baixa,2024-12-23,Em Progresso
VUL000846,ATV00733,Crítica,2025-03-10,Não Corrigida
VUL000847,ATV00977,Alta,2025-04-18,Não Corrigida
VUL000848,ATV00600,Alta,2025-02-08,Corrigida
VUL000849,ATV00056,Crítica,2025-03-24,Não Corrigida
VUL000850,ATV00123,Alta,2025-04-23,Corrigida
VUL000851,ATV00179,Baixa,2024-12-14,Corrigida
VUL000852,ATV00367,Média,2025-03-01,Em Progresso
VUL000853,ATV00700,Alta,2025-03-18,Em Progresso
VUL000854,ATV00657,Alta,2025-04-05,Corrigida
VUL000855,ATV00449,Alta,2025-02-10,Não Corrigida
VUL000856,ATV00398,Crítica,2024-12-05,Não Corrigida
VUL000857,ATV00530,Média,2024-11-24,Em Progresso
VUL000858,ATV00781,Baixa,2025-01-31,Corrigida
VUL000859,ATV00202,Crítica,2025-01-08,Em Progresso
VUL000860,ATV00533,Média,2025-01-14,Corrigida
VUL000861,ATV00155,Média,2025-03-14,Em Progresso
VUL000862,ATV00159,Crítica,2025-02-21,Não Corrigida
VUL000863,ATV00965,Baixa,2024-12-07,Não Corrigida
VUL000864,ATV00253,Crítica,2025-01-15,Em Progresso
VUL000865,ATV00626,Crítica,2024-12-20,Em Progresso
VUL000866,ATV00949,Alta,2024-11-27,Em Progresso
VUL000867,ATV00991,Crítica,2024-12-25,Corrigida
VUL000868,ATV00737,Crítica,2025-03-03,Corrigida
VUL000869,ATV00556,Média,2024-12-31,Em Progresso
VUL000870,ATV00163,Baixa,2025-04-03,Corrigida
VUL000871,ATV00010,Média,2025-01-29,Não Corrigida
VUL000872,ATV00346,Baixa,2024-12-08,Corrigida
VUL000873,ATV00928,Alta,2024-12-19,Em Progresso
VUL000874,ATV00406,Crítica,2025-03-08,Corrigida
VUL000875,ATV00003,Alta,2024-12-10,Corrigida
VUL000876,ATV00213,Alta,2024-12-29,Corrigida
VUL000877,ATV00845,Média,2024-12-17,Não Corrigida
VUL000878,ATV00758,Alta,2025-04-04,Corrigida
VUL000879,ATV00819,Crítica,2025-04-05,Corrigida
VUL000880,ATV00228,Baixa,2025-05-05,Em Progresso
VUL000881,ATV00269,Crítica,2025-02-07,Corrigida
VUL000882,ATV00717,Baixa,2025-02-21,Em Progresso
VUL000883,ATV00627,Média,2024-12-15,Não Corrigida
VUL000884,ATV00263,Alta,2024-12-02,Corrigida
VUL000885,ATV00701,Baixa,2025-04-15,Em Progresso
VUL000886,ATV00549,Baixa,2025-04-08,Corrigida
VUL000887,ATV00763,Média,2024-12-14,Corrigida
VUL000888,ATV00632,Alta,2024-12-20,Em Progresso
VUL000889,ATV00236,Crítica,2025-01-25,Em Progresso
VUL000890,ATV00198,Crítica,2024-12-16,Corrigida
VUL000891,ATV00731,Alta,2025-03-29,Corrigida
VUL000892,ATV00448,Média,2024-12-28,Corrigida
