ID_Patch,ID_Ativo,Responsável,Data_Aplicação,Resultado
PTC000490,ATV00140,Fernanda,2025-04-11,Sucesso
PTC000491,ATV00948,Marina,2024-12-31,Falha
PTC000492,ATV00002,Carlos,2025-04-30,Falha
PTC000493,ATV00516,Fernanda,2025-02-13,Sucesso
PTC000494,ATV00818,Carlos,2025-04-16,Sucesso
PTC000495,ATV00423,João,2025-04-13,Falha
PTC000496,ATV00563,Lucas,2025-05-11,Sucesso
PTC000497,ATV00700,Carlos,2024-11-25,Sucesso
PTC000498,ATV00487,Fernanda,2025-01-04,Sucesso
PTC000499,ATV00133,João,2025-04-04,Falha
PTC000500,ATV00296,Carlos,2025-04-20,Falha
PTC000501,ATV00994,Carlos,2025-02-22,Falha
PTC000502,ATV00428,João,2025-04-08,Falha
PTC000503,ATV00261,Lucas,2025-05-11,Falha
PTC000504,ATV00785,João,2025-01-01,Falha
PTC000505,ATV00417,Marina,2025-05-21,Falha
PTC000506,ATV00947,Carlos,2025-02-01,Falha
PTC000507,ATV00048,Lucas,2025-03-22,Sucesso
PTC000508,ATV00698,Carlos,2024-11-26,Sucesso
PTC000509,ATV00183,Marina,2025-03-31,Falha
PTC000510,ATV00676,Fernanda,2025-01-04,Sucesso
PTC000511,ATV00269,Carlos,2024-12-11,Falha
PTC000512,ATV00715,Marina,2025-02-18,Sucesso
PTC000513,ATV00254,João,2025-01-15,Falha
PTC000514,ATV00424,Marina,2025-04-03,Sucesso
PTC000515,ATV00955,Carlos,2025-05-05,Sucesso
PTC000516,ATV00979,Marina,2025-01-10,Falha
PTC000517,ATV00777,Fernanda,2024-11-24,Sucesso
PTC000518,ATV00511,João,2025-02-07,Sucesso
PTC000519,ATV00335,Fernanda,2025-02-24,Falha
PTC000520,ATV00800,Marina,2025-02-26,Sucesso
PTC000521,ATV00609,Carlos,2025-01-07,Sucesso
PTC000522,ATV00810,João,2024-12-16,Sucesso
PTC000523,ATV00724,Fernanda,2025-03-15,Falha
PTC000524,ATV00096,Marina,2025-03-07,Falha
PTC000525,ATV00510,Lucas,2025-03-25,Sucesso
PTC000526,ATV00710,Lucas,2025-04-02,Sucesso
PTC000527,ATV00501,Marina,2025-05-19,Falha
PTC000528,ATV00177,Fernanda,2024-12-25,Falha
PTC000529,ATV00796,Marina,2025-03-21,Falha
PTC000530,ATV00385,Carlos,2024-11-25,Sucesso
PTC000531,ATV00142,Fernanda,2024-11-23,Sucesso
PTC000532,ATV00386,Marina,2025-01-13,Sucesso
PTC000533,ATV00286,Marina,2024-12-25,Falha
PTC000534,ATV00178,Fernanda,2025-01-31,Sucesso
PTC000535,ATV00019,João,2025-05-06,Sucesso
PTC000536,ATV00099,Marina,2025-04-23,Sucesso
PTC000537,ATV00815,João,2025-01-27,Sucesso
PTC000538,ATV00356,Carlos,2025-04-24,Falha
PTC000539,ATV00240,João,2024-12-12,Falha
PTC000540,ATV00689,Fernanda,2025-02-19,Sucesso
PTC000541,ATV00312,Lucas,2025-05-07,Falha
PTC000542,ATV00729,Fernanda,2025-04-25,Falha
PTC000543,ATV00978,João,2025-05-02,Sucesso
PTC000544,ATV00408,João,2025-02-16,Sucesso
PTC000545,ATV00546,João,2025-03-28,Falha
PTC000546,ATV00304,Lucas,2024-11-28,Falha
PTC000547,ATV00433,João,2025-02-23,Falha
PTC000548,ATV00299,Carlos,2025-04-24,Falha
PTC000549,ATV00690,Lucas,2025-03-13,Sucesso
PTC000550,ATV00366,Fernanda,2025-01-25,Sucesso
PTC000551,ATV00666,Fernanda,2025-01-26,Sucesso
PTC000552,ATV00929,Marina,2025-02-03,Sucesso
PTC000553,ATV00126,Marina,2025-04-06,Falha
PTC000554,ATV00539,Carlos,2025-03-20,Sucesso
PTC000555,ATV00503,Marina,2025-02-16,Sucesso
PTC000556,ATV00922,Carlos,2025-02-12,Sucesso
PTC000557,ATV00188,Marina,2024-11-27,Sucesso
PTC000558,ATV00646,Marina,2024-12-12,Sucesso
PTC000559,ATV00333,Carlos,2025-03-05,Falha
PTC000560,ATV00138,Fernanda,2024-11-26,Falha
PTC000561,ATV00795,João,2024-12-18,Sucesso
PTC000562,ATV00346,Carlos,2025-01-21,Falha
PTC000563,ATV00831,Lucas,2025-04-03,Sucesso
PTC000564,ATV00056,Carlos,2025-03-22,Sucesso
PTC000565,ATV00468,Lucas,2024-12-23,Falha
PTC000566,ATV00785,Carlos,2024-11-26,Sucesso
PTC000567,ATV00349,Marina,2024-12-03,Sucesso
PTC000568,ATV00829,Fernanda,2025-05-18,Falha
PTC000569,ATV00011,Fernanda,2025-02-25,Sucesso
PTC000570,ATV00246,Carlos,2025-03-12,Falha
PTC000571,ATV00158,João,2025-02-22,Falha
PTC000572,ATV00177,João,2025-02-13,Sucesso
PTC000573,ATV00951,Lucas,2025-04-21,Falha
PTC000574,ATV00443,Marina,2025-03-30,Sucesso
PTC000575,ATV00215,Carlos,2024-12-28,Falha
PTC000576,ATV00006,Lucas,2024-12-01,Sucesso
PTC000577,ATV00223,Carlos,2024-12-14,Sucesso
PTC000578,ATV00604,João,2025-01-14,Sucesso
PTC000579,ATV00732,Marina,2024-11-25,Sucesso
PTC000580,ATV00371,Marina,2025-05-09,Sucesso
PTC000581,ATV00117,João,2025-04-16,Sucesso
PTC000582,ATV00362,Carlos,2025-05-10,Sucesso
PTC000583,ATV00465,Lucas,2024-12-19,Falha
PTC000584,ATV00986,Lucas,2025-03-20,Sucesso
PTC000585,ATV00134,Lucas,2025-04-09,Sucesso
PTC000586,ATV00378,Lucas,2024-12-31,Falha
PTC000587,ATV00224,Carlos,2025-01-14,Falha
PTC000588,ATV00841,Marina,2025-01-18,Sucesso
PTC000589,ATV00608,Fernanda,2025-02-04,Sucesso
PTC000590,ATV00949,Marina,2025-05-05,Falha
PTC000591,ATV00575,Carlos,2025-02-02,Sucesso
PTC000592,ATV00495,Marina,2025-03-09,Sucesso
PTC000593,ATV00913,Marina,2025-04-30,Sucesso
PTC000594,ATV00984,Fernanda,2024-12-09,Falha
PTC000595,ATV00868,Marina,2024-12-12,Falha
PTC000596,ATV00323,Fernanda,2025-05-15,Sucesso
PTC000597,ATV00034,Carlos,2025-03-18,Sucesso
PTC000598,ATV00673,Lucas,2025-04-19,Falha
PTC000599,ATV00903,Carlos,2025-02-18,Sucesso
PTC000600,ATV00681,Lucas,2025-01-20,Sucesso
PTC000601,ATV00226,Carlos,2025-05-05,Sucesso
PTC000602,ATV00184,Fernanda,2025-02-11,Sucesso
PTC000603,ATV00719,Lucas,2025-03-12,Falha
PTC000604,ATV00344,Fernanda,2024-11-26,Falha
PTC000605,ATV00364,Fernanda,2024-12-08,Sucesso
PTC000606,ATV00424,João,2024-12-10,Falha
PTC000607,ATV00775,João,2025-02-03,Falha
PTC000608,ATV00057,Lucas,2024-12-16,Sucesso
PTC000609,ATV00470,Marina,2025-05-17,Sucesso
PTC000610,ATV00914,João,2025-01-10,Falha
PTC000611,ATV00836,Lucas,2025-03-31,Falha
PTC000612,ATV00888,Lucas,2025-01-30,Falha
PTC000613,ATV00403,Marina,2025-02-18,Sucesso
PTC000614,ATV00518,João,2025-02-07,Sucesso
PTC000615,ATV00926,João,2025-03-16,Falha
PTC000616,ATV00290,Lucas,2025-05-19,Falha
PTC000617,ATV00390,João,2025-03-17,Sucesso
PTC000618,ATV00054,Marina,2025-04-28,Sucesso
PTC000619,ATV00790,Lucas,2024-11-26,Sucesso
PTC000620,ATV00465,Carlos,2025-02-20,Sucesso
PTC000621,ATV00471,Fernanda,2025-02-03,Sucesso
PTC000622,ATV00261,João,2025-01-21,Sucesso
PTC000623,ATV00327,Carlos,2025-01-05,Falha
PTC000624,ATV00824,Marina,2025-03-22,Falha
PTC000625,ATV00171,Carlos,2025-03-26,Sucesso
PTC000626,ATV00655,João,2024-12-18,Falha
PTC000627,ATV00714,João,2024-12-31,Falha
PTC000628,ATV00214,Carlos,2024-11-27,Falha
PTC000629,ATV00450,João,2024-12-10,Falha
PTC000630,ATV00762,Carlos,2025-03-24,Sucesso
PTC000631,ATV00606,Lucas,2025-04-10,Falha
PTC000632,ATV00521,Marina,2024-12-01,Sucesso
PTC000633,ATV00188,João,2024-12-05,Sucesso
PTC000634,ATV00440,Carlos,2025-01-11,Sucesso
PTC000635,ATV00841,Carlos,2025-02-02,Falha
PTC000636,ATV00322,Lucas,2024-12-10,Sucesso
PTC000637,ATV00153,Marina,2025-04-23,Sucesso
PTC000638,ATV00597,Carlos,2025-04-02,Sucesso
PTC000639,ATV00087,Lucas,2025-02-06,Falha
PTC000640,ATV00733,Fernanda,2025-01-01,Sucesso
PTC000641,ATV00574,Lucas,2025-04-06,Sucesso
PTC000642,ATV00827,Carlos,2025-02-17,Sucesso
PTC000643,ATV00778,Lucas,2025-01-09,Falha
PTC000644,ATV00520,João,2025-03-03,Sucesso
PTC000645,ATV00219,Fernanda,2025-05-17,Sucesso
PTC000646,ATV00633,Carlos,2025-03-16,Sucesso
PTC000647,ATV00925,Marina,2025-04-08,Sucesso
PTC000648,ATV00414,Fernanda,2024-12-27,Sucesso
PTC000649,ATV00866,Marina,2025-04-27,Sucesso
PTC000650,ATV00312,Carlos,2025-02-11,Falha
PTC000651,ATV00509,Carlos,2024-12-07,Sucesso
PTC000652,ATV00327,Lucas,2025-05-22,Sucesso
PTC000653,ATV00767,Lucas,2025-05-20,Sucesso
PTC000654,ATV00367,Fernanda,2025-02-05,Sucesso
PTC000655,ATV00728,Carlos,2024-12-31,Sucesso
PTC000656,ATV00121,João,2025-04-05,Sucesso
PTC000657,ATV00396,Lucas,2025-04-07,Sucesso
PTC000658,ATV00247,Lucas,2025-02-24,Sucesso
PTC000659,ATV00162,Fernanda,2025-04-12,Sucesso
PTC000660,ATV00286,João,2025-02-02,Falha
PTC000661,ATV00184,João,2025-01-11,Sucesso
PTC000662,ATV00893,Lucas,2025-05-06,Sucesso
PTC000663,ATV00985,Marina,2024-12-13,Sucesso
PTC000664,ATV00331,Marina,2024-12-27,Sucesso
PTC000665,ATV00930,Carlos,2025-01-14,Falha
PTC000666,ATV00035,Carlos,2024-12-08,Sucesso
PTC000667,ATV00667,Marina,2024-12-14,Falha
PTC000668,ATV00087,Marina,2025-05-17,Sucesso
PTC000669,ATV00583,João,2025-05-08,Falha
PTC000670,ATV00840,Carlos,2025-04-21,Sucesso
PTC000671,ATV00663,Carlos,2025-03-17,Falha
PTC000672,ATV00876,Marina,2025-02-21,Falha
PTC000673,ATV00866,Marina,2025-02-28,Falha
PTC000674,ATV00302,Lucas,2025-01-02,Falha
PTC000675,ATV00512,Lucas,2025-01-08,Falha
PTC000676,ATV00749,Fernanda,2025-03-15,Falha
PTC000677,ATV00812,João,2025-04-16,Sucesso
PTC000678,ATV00525,João,2025-04-27,Sucesso
PTC000679,ATV00547,Fernanda,2025-03-08,Sucesso
PTC000680,ATV00089,Marina,2025-05-04,Falha
PTC000681,ATV00605,Marina,2025-01-17,Falha
PTC000682,ATV00416,Fernanda,2025-02-17,Falha
PTC000683,ATV00554,Carlos,2025-03-17,Sucesso
PTC000684,ATV00889,Marina,2024-12-16,Sucesso
PTC000685,ATV00100,João,2024-12-09,Falha
PTC000686,ATV00846,Marina,2025-03-27,Falha
PTC000687,ATV00834,Fernanda,2025-03-11,Sucesso
PTC000688,ATV00672,João,2025-04-11,Falha
PTC000689,ATV00275,Marina,2025-04-27,Sucesso
PTC000690,ATV00882,João,2025-03-14,Falha
PTC000691,ATV00744,Fernanda,2025-04-14,Sucesso
PTC000692,ATV00537,Lucas,2025-05-08,Sucesso
PTC000693,ATV00896,Fernanda,2025-05-17,Falha
PTC000694,ATV00610,Carlos,2025-04-22,Falha
PTC000695,ATV00582,Marina,2025-01-29,Falha
PTC000696,ATV00256,Marina,2025-04-04,Falha
PTC000697,ATV00917,Marina,2025-01-02,Falha
PTC000698,ATV00423,João,2025-01-08,Falha
PTC000699,ATV00208,Marina,2025-01-10,Sucesso
PTC000700,ATV00168,Carlos,2025-05-22,Sucesso
PTC000701,ATV00201,Carlos,2024-11-26,Falha
PTC000702,ATV00571,Carlos,2025-01-31,Sucesso
PTC000703,ATV00343,Carlos,2025-02-05,Falha
PTC000704,ATV00070,João,2024-11-29,Falha
PTC000705,ATV00455,João,2025-02-17,Falha
PTC000706,ATV00776,Fernanda,2024-11-23,Sucesso
PTC000707,ATV00284,Marina,2025-02-26,Sucesso
PTC000708,ATV00972,Fernanda,2025-02-04,Sucesso
PTC000709,ATV00884,Carlos,2025-03-16,Sucesso
PTC000710,ATV00244,Lucas,2025-05-10,Sucesso
PTC000711,ATV00497,Carlos,2025-01-09,Falha
PTC000712,ATV00786,Marina,2025-05-12,Sucesso
PTC000713,ATV00397,Lucas,2025-02-21,Falha
PTC000714,ATV00363,Lucas,2025-05-12,Falha
PTC000715,ATV00170,Carlos,2025-02-06,Falha
PTC000716,ATV00557,Fernanda,2025-04-10,Sucesso
PTC000717,ATV00329,Fernanda,2025-01-31,Sucesso
PTC000718,ATV00962,Carlos,2024-12-31,Sucesso
PTC000719,ATV00670,Lucas,2025-02-13,Sucesso
PTC000720,ATV00641,Marina,2025-01-03,Sucesso
PTC000721,ATV00808,Lucas,2025-05-11,Sucesso
PTC000722,ATV00748,Marina,2024-12-29,Falha
PTC000723,ATV00852,Carlos,2025-03-31,Sucesso
PTC000724,ATV00841,Fernanda,2025-04-11,Falha
PTC000725,ATV00464,Fernanda,2025-04-17,Sucesso
PTC000726,ATV00366,Carlos,2025-03-01,Falha
PTC000727,ATV00021,João,2024-12-11,Sucesso
PTC000728,ATV00520,Marina,2025-05-11,Falha
PTC000729,ATV00813,Carlos,2025-03-20,Sucesso
PTC000730,ATV00114,João,2025-03-29,Sucesso
PTC000731,ATV00124,João,2025-02-02,Falha
PTC000732,ATV00624,Marina,2024-11-27,Falha
PTC000733,ATV00845,João,2024-12-13,Falha
PTC000734,ATV00684,Marina,2025-03-06,Falha
PTC000735,ATV00642,João,2024-12-01,Sucesso
PTC000736,ATV00616,Carlos,2025-02-23,Falha
PTC000737,ATV00090,Carlos,2025-03-28,Sucesso
PTC000738,ATV00404,Lucas,2025-01-24,Falha
PTC000739,ATV00708,Lucas,2025-02-02,Sucesso
PTC000740,ATV00895,João,2025-01-25,Falha
PTC000741,ATV00265,Fernanda,2025-03-12,Falha
PTC000742,ATV00798,Carlos,2025-05-21,Sucesso
PTC000743,ATV00261,Lucas,2025-05-20,Sucesso
PTC000744,ATV00122,João,2024-11-24,Falha
PTC000745,ATV00178,Marina,2025-04-03,Sucesso
PTC000746,ATV00976,João,2025-03-07,Sucesso
PTC000747,ATV00353,Lucas,2024-11-29,Sucesso
PTC000748,ATV00766,Marina,2024-12-09,Falha
PTC000749,ATV00907,Carlos,2025-03-03,Falha
PTC000750,ATV00813,João,2024-12-18,Falha
PTC000751,ATV00394,Carlos,2024-12-29,Falha
PTC000752,ATV00698,Carlos,2024-12-12,Sucesso
PTC000753,ATV00888,Marina,2025-05-21,Sucesso
PTC000754,ATV00562,João,2025-04-10,Falha
PTC000755,ATV00564,João,2025-03-05,Sucesso
PTC000756,ATV00485,Fernanda,2025-02-16,Falha
PTC000757,ATV00677,Fernanda,2025-03-07,Falha
PTC000758,ATV00945,João,2025-05-08,Falha
PTC000759,ATV00833,Fernanda,2025-04-12,Falha
PTC000760,ATV00914,Lucas,2024-11-25,Falha
PTC000761,ATV00991,Marina,2025-04-11,Falha
PTC000762,ATV00424,João,2024-11-25,Falha
PTC000763,ATV00449,Fernanda,2025-03-16,Sucesso
PTC000764,ATV00760,Carlos,2025-04-02,Falha
PTC000765,ATV00085,Fernanda,2025-03-23,Sucesso
PTC000766,ATV00496,Marina,2025-01-30,Sucesso
PTC000767,ATV00792,Lucas,2024-12-19,Falha
PTC000768,ATV00030,João,2024-12-18,Sucesso
PTC000769,ATV00023,Fernanda,2025-01-16,Sucesso
PTC000770,ATV00706,Marina,2025-02-22,Falha
PTC000771,ATV00487,Carlos,2025-03-06,Sucesso
PTC000772,ATV00844,Fernanda,2025-03-31,Falha
PTC000773,ATV00499,Carlos,2025-02-10,Sucesso
PTC000774,ATV00052,Carlos,2025-01-24,Falha
PTC000775,ATV00712,Carlos,2025-03-04,Falha
PTC000776,ATV00373,João,2024-11-30,Sucesso
PTC000777,ATV00260,Lucas,2025-05-14,Falha
PTC000778,ATV00250,Marina,2024-12-17,Falha
PTC000779,ATV00839,João,2025-01-23,Falha
PTC000780,ATV00842,Fernanda,2024-12-11,Falha
PTC000781,ATV00515,Marina,2025-02-27,Falha
PTC000782,ATV00327,João,2025-03-27,Sucesso
PTC000783,ATV00434,Lucas,2024-12-21,Sucesso
PTC000784,ATV00723,Carlos,2025-03-28,Sucesso
PTC000785,ATV00335,Fernanda,2024-12-28,Sucesso
PTC000786,ATV00702,Lucas,2025-04-29,Sucesso
PTC000787,ATV00952,Marina,2025-01-21,Falha
PTC000788,ATV00394,Carlos,2025-01-13,Falha
PTC000789,ATV00413,Lucas,2025-03-23,Falha
PTC000790,ATV00973,Lucas,2025-02-02,Sucesso
PTC000791,ATV00068,João,2025-04-29,Falha
PTC000792,ATV00513,Fernanda,2025-02-24,Sucesso
PTC000793,ATV00001,Fernanda,2025-02-06,Falha
PTC000794,ATV00064,João,2024-12-24,Sucesso
PTC000795,ATV00118,Marina,2024-12-30,Falha
PTC000796,ATV00471,Carlos,2025-04-16,Sucesso
PTC000797,ATV00705,Fernanda,2025-02-24,Falha
PTC000798,ATV00799,Lucas,2025-03-02,Sucesso
PTC000799,ATV00938,Lucas,2025-01-24,Falha
PTC000800,ATV00449,João,2025-02-28,Sucesso
PTC000801,ATV00957,Fernanda,2025-02-02,Falha
PTC000802,ATV00383,João,2025-01-11,Falha
PTC000803,ATV00131,Carlos,2025-03-04,Sucesso
PTC000804,ATV00040,Lucas,2025-02-04,Falha
PTC000805,ATV00051,Lucas,2025-03-13,Sucesso
PTC000806,ATV00794,João,2024-12-15,Falha
PTC000807,ATV00681,Lucas,2025-04-27,Sucesso
PTC000808,ATV00227,João,2024-12-02,Sucesso
PTC000809,ATV00970,João,2025-01-28,Sucesso
PTC000810,ATV00835,Lucas,2025-01-11,Sucesso
PTC000811,ATV00358,Marina,2024-11-23,Sucesso
PTC000812,ATV00359,Marina,2025-01-20,Falha
PTC000813,ATV00337,Fernanda,2025-01-02,Sucesso
PTC000814,ATV00883,João,2025-01-01,Sucesso
PTC000815,ATV00738,Marina,2025-03-19,Falha
PTC000816,ATV00583,Marina,2025-04-13,Falha
PTC000817,ATV00031,João,2025-03-22,Falha
PTC000818,ATV00987,Marina,2025-02-26,Falha
PTC000819,ATV00714,João,2024-12-04,Falha
PTC000820,ATV00402,Marina,2024-12-25,Falha
PTC000821,ATV00089,Marina,2025-01-07,Sucesso
PTC000822,ATV00452,João,2025-01-17,Sucesso
PTC000823,ATV00671,Lucas,2025-04-20,Falha
PTC000824,ATV00801,Lucas,2025-01-15,Sucesso
PTC000825,ATV00426,Marina,2025-04-16,Falha
PTC000826,ATV00206,João,2024-11-27,Sucesso
PTC000827,ATV00822,Lucas,2025-01-20,Sucesso
PTC000828,ATV00719,Carlos,2025-04-23,Falha
PTC000829,ATV00643,Fernanda,2025-03-09,Sucesso
PTC000830,ATV00534,Marina,2025-05-16,Falha
PTC000831,ATV00561,Carlos,2024-12-06,Falha
PTC000832,ATV00245,João,2025-02-09,Sucesso
PTC000833,ATV00343,Marina,2025-05-13,Sucesso
PTC000834,ATV00405,João,2025-04-22,Sucesso
PTC000835,ATV00229,Fernanda,2025-04-02,Sucesso
PTC000836,ATV00279,Fernanda,2025-04-30,Falha
PTC000837,ATV00016,João,2025-02-27,Sucesso
PTC000838,ATV00512,Lucas,2025-04-10,Falha
PTC000839,ATV00022,Carlos,2025-04-02,Falha
PTC000840,ATV00819,João,2024-11-28,Sucesso
PTC000841,ATV00611,Lucas,2025-04-30,Falha
PTC000842,ATV00823,Fernanda,2025-05-21,Sucesso
PTC000843,ATV00771,Marina,2025-02-19,Falha
PTC000844,ATV00228,Lucas,2024-12-31,Falha
PTC000845,ATV00058,João,2025-01-09,Falha
PTC000846,ATV00049,Lucas,2024-12-12,Falha
PTC000847,ATV00332,Fernanda,2025-05-10,Sucesso
PTC000848,ATV00729,Lucas,2025-05-09,Sucesso
PTC000849,ATV00293,Lucas,2025-02-09,Falha
PTC000850,ATV00970,Lucas,2025-04-19,Falha
PTC000851,ATV00709,Carlos,2025-01-06,Falha
PTC000852,ATV00645,Fernanda,2025-03-11,Falha
PTC000853,ATV00570,Lucas,2025-01-09,Sucesso
PTC000854,ATV00134,João,2024-11-28,Sucesso
PTC000855,ATV00468,Marina,2025-02-26,Sucesso
PTC000856,ATV00060,Carlos,2025-03-03,Sucesso
PTC000857,ATV00998,Marina,2025-03-26,Sucesso
PTC000858,ATV00251,Carlos,2025-03-28,Falha
PTC000859,ATV00741,Lucas,2024-12-27,Sucesso
PTC000860,ATV00123,Lucas,2025-04-29,Falha
PTC000861,ATV00169,Lucas,2025-01-01,Sucesso
PTC000862,ATV00787,Fernanda,2025-02-18,Falha
PTC000863,ATV00463,Marina,2025-03-29,Falha
PTC000864,ATV00264,Fernanda,2024-12-25,Sucesso
PTC000865,ATV00418,João,2025-05-16,Sucesso
PTC000866,ATV00297,Carlos,2025-05-09,Sucesso
PTC000867,ATV00623,Marina,2025-01-05,Falha
PTC000868,ATV00617,Fernanda,2025-04-06,Falha
PTC000869,ATV00429,Fernanda,2025-04-12,Sucesso
PTC000870,ATV00159,João,2025-01-30,Falha
PTC000871,ATV00795,Marina,2025-01-09,Falha
PTC000872,ATV00442,Fernanda,2025-05-13,Sucesso
PTC000873,ATV00769,João,2025-05-05,Falha
PTC000874,ATV00811,Carlos,2024-12-21,Falha
PTC000875,ATV00917,Carlos,2025-01-03,Sucesso
PTC000876,ATV00899,Carlos,2024-12-18,Falha
PTC000877,ATV00281,Fernanda,2025-04-15,Falha
PTC000878,ATV00214,Fernanda,2025-01-29,Falha
PTC000879,ATV00584,Fernanda,2025-04-15,Sucesso
PTC000880,ATV00132,João,2025-05-06,Falha
PTC000881,ATV00708,Fernanda,2025-04-25,Falha
PTC000882,ATV00616,Fernanda,2025-02-15,Falha
PTC000883,ATV00651,Fernanda,2025-04-23,Sucesso
PTC000884,ATV00692,Carlos,2024-12-06,Sucesso
PTC000885,ATV00432,João,2025-01-02,Sucesso
PTC000886,ATV00513,João,2025-02-01,Falha
PTC000887,ATV00162,Marina,2025-03-10,Sucesso
PTC000888,ATV00789,João,2025-01-18,Falha
PTC000889,ATV00168,Lucas,2025-03-19,Falha
PTC000890,ATV00994,Carlos,2025-03-08,Falha
PTC000891,ATV00892,João,2024-12-11,Falha
PTC000892,ATV00121,Fernanda,2025-03-04,Falha
PTC000893,ATV00962,João,2024-12-05,Sucesso
PTC000894,ATV00147,Carlos,2024-11-26,Sucesso
PTC000895,ATV00260,Marina,2025-05-16,Falha
PTC000896,ATV00743,Lucas,2025-05-03,Sucesso
PTC000897,ATV00699,Marina,2025-03-22,Falha
PTC000898,ATV00236,João,2024-12-02,Sucesso
PTC000899,ATV00193,João,2025-04-07,Falha
PTC000900,ATV00620,Fernanda,2025-02-06,Falha
PTC000901,ATV00406,Marina,2025-02-15,Sucesso
PTC000902,ATV00337,João,2024-12-05,Falha
PTC000903,ATV00699,Lucas,2025-03-04,Sucesso
PTC000904,ATV00326,Lucas,2025-03-21,Falha
PTC000905,ATV00258,Lucas,2025-04-24,Falha
PTC000906,ATV00201,João,2025-05-09,Falha
PTC000907,ATV00380,Lucas,2025-03-21,Sucesso
PTC000908,ATV00964,Lucas,2024-12-23,Falha
PTC000909,ATV00058,Marina,2025-03-02,Sucesso
PTC000910,ATV00365,João,2025-04-14,Falha
PTC000911,ATV00397,Marina,2025-04-05,Falha
PTC000912,ATV00958,Lucas,2025-01-30,Falha
PTC000913,ATV00890,Marina,2025-01-11,Falha
PTC000914,ATV00467,Carlos,2024-12-30,Falha
PTC000915,ATV00178,Carlos,2025-05-08,Sucesso
PTC000916,ATV00309,Marina,2025-05-08,Falha
PTC000917,ATV00833,Lucas,2025-04-23,Sucesso
PTC000918,ATV00643,João,2024-12-01,Sucesso
PTC000919,ATV00358,João,2025-02-28,Sucesso
PTC000920,ATV00474,Marina,2025-05-11,Falha
PTC000921,ATV00616,Carlos,2025-05-11,Falha
PTC000922,ATV00330,Fernanda,2025-04-23,Falha
PTC000923,ATV00188,Fernanda,2025-02-19,Sucesso
PTC000924,ATV00924,Carlos,2025-02-20,Sucesso
PTC000925,ATV00193,Marina,2025-02-28,Falha
PTC000926,ATV00801,João,2024-12-14,Sucesso
PTC000927,ATV00284,Lucas,2025-01-03,Falha
PTC000928,ATV00236,Lucas,2025-05-07,Falha
PTC000929,ATV00751,Marina,2025-04-07,Sucesso
PTC000930,ATV00296,Lucas,2025-05-03,Sucesso
PTC000931,ATV00043,Lucas,2025-02-13,Falha
PTC000932,ATV00528,Lucas,2025-03-11,Falha
PTC000933,ATV00471,João,2025-02-27,Falha
PTC000934,ATV00380,Fernanda,2024-12-16,Falha
PTC000935,ATV00227,João,2025-01-28,Sucesso
PTC000936,ATV00381,João,2025-02-11,Falha
PTC000937,ATV00328,Marina,2024-12-23,Falha
PTC000938,ATV00344,Lucas,2025-04-19,Sucesso
PTC000939,ATV00224,João,2025-04-06,Sucesso
PTC000940,ATV00102,Carlos,2025-04-15,Falha
PTC000941,ATV00824,João,2025-04-05,Sucesso
PTC000942,ATV00953,Fernanda,2025-01-16,Sucesso
PTC000943,ATV00694,Lucas,2025-02-03,Falha
PTC000944,ATV00814,Fernanda,2025-04-11,Sucesso
PTC000945,ATV00337,Carlos,2024-11-27,Sucesso
PTC000946,ATV00875,João,2025-02-09,Sucesso
PTC000947,ATV00611,Carlos,2025-03-08,Falha
PTC000948,ATV00626,Lucas,2025-05-10,Sucesso
PTC000949,ATV00325,Fernanda,2025-01-15,Falha
PTC000950,ATV00584,Lucas,2025-05-03,Falha
PTC000951,ATV00568,Lucas,2025-01-11,Sucesso
PTC000952,ATV00655,João,2025-04-08,Falha
PTC000953,ATV00886,Carlos,2025-03-16,Falha
PTC000954,ATV00084,Lucas,2025-02-22,Sucesso
PTC000955,ATV00254,Carlos,2025-05-18,Falha
PTC000956,ATV00455,Carlos,2025-02-04,Sucesso
PTC000957,ATV00827,Carlos,2024-12-29,Falha
PTC000958,ATV00721,Fernanda,2025-01-03,Sucesso
PTC000959,ATV00152,Fernanda,2025-02-20,Sucesso
PTC000960,ATV00956,Fernanda,2025-04-01,Falha
PTC000961,ATV00776,Fernanda,2025-03-28,Sucesso
PTC000962,ATV00625,Marina,2025-04-05,Falha
PTC000963,ATV00038,Carlos,2025-03-30,Sucesso
PTC000964,ATV00175,Carlos,2024-12-05,Sucesso
PTC000965,ATV00522,Fernanda,2024-11-27,Sucesso
PTC000966,ATV00540,Fernanda,2025-03-19,Falha
PTC000967,ATV00503,Carlos,2024-12-19,Sucesso
PTC000968,ATV00489,Fernanda,2025-01-11,Falha
PTC000969,ATV00282,Marina,2025-02-05,Sucesso
PTC000970,ATV00941,Marina,2025-01-16,Falha
PTC000971,ATV00743,Lucas,2024-12-14,Falha
PTC000972,ATV00130,Marina,2025-04-11,Falha
PTC000973,ATV00959,João,2024-11-24,Sucesso
PTC000974,ATV00272,Fernanda,2025-01-30,Sucesso
PTC000975,ATV00745,Marina,2025-04-01,Sucesso
PTC000976,ATV00601,Carlos,2025-02-01,Falha
PTC000977,ATV00803,Fernanda,2025-03-03,Falha
PTC000978,ATV00032,Marina,2025-03-31,Sucesso
PTC000979,ATV00392,João,2025-04-16,Sucesso
PTC000980,ATV00632,Marina,2025-04-04,Falha
PTC000981,ATV00242,João,2025-02-16,Falha
